Order_ID,Order_Date,Region,Category,Product,Customer_ID,Quantity,Discount,Revenue,COGS,Profit
ORD000279,2025-10-20,North,Furniture,Conference Table,CUST0092,3,0.1,1485.0,906.28,578.72
ORD000280,2024-07-26,South,Office Supplies,Notebook,CUST0017,7,0.15,71.4,40.98,30.42
ORD000281,2024-05-10,East,Office Supplies,Stapler,CUST0085,1,0.1,8.1,5.18,2.92
ORD000282,2025-02-07,South,Technology,Laptop,CUST0091,4,0.15,3060.0,1696.52,1363.48
ORD000283,2024-05-31,South,Accessories,Webcam,CUST0139,7,0.15,505.75,280.17,225.58
ORD000284,2024-02-23,West,Office Supplies,Notebook,CUST0070,4,0.05,45.6,24.12,21.48
ORD000285,2024-04-29,East,Technology,Keyboard,CUST0102,4,0.05,209.0,155.61,53.39
ORD000286,2025-11-03,West,Furniture,Desk,CUST0179,7,0.1,2016.0,1529.88,486.12
ORD000287,2025-09-19,South,Accessories,Webcam,CUST0135,3,0.1,229.5,154.63,74.87
ORD000288,2025-08-09,West,Accessories,USB Hub,CUST0113,8,0.15,190.4,120.75,69.65
ORD000289,2025-09-16,North,Furniture,Conference Table,CUST0175,6,0.05,3135.0,1655.3,1479.7
ORD000290,2025-02-23,West,Office Supplies,Paper,CUST0171,2,0.05,15.2,10.62,4.58
ORD000291,2025-02-25,North,Accessories,Headset,CUST0169,6,0.1,351.0,257.33,93.67
ORD000292,2024-04-13,East,Technology,Printer,CUST0008,6,0.0,1320.0,1028.85,291.15
ORD000293,2024-09-10,South,Accessories,USB Hub,CUST0037,7,0.0,196.0,119.34,76.66
ORD000294,2024-08-14,North,Office Supplies,Notebook,CUST0127,8,0.1,86.4,59.72,26.68
ORD000295,2024-04-21,East,Accessories,Webcam,CUST0128,8,0.05,646.0,457.38,188.62
ORD000296,2025-05-24,North,Office Supplies,Paper,CUST0173,3,0.1,21.6,14.78,6.82
ORD000297,2025-04-17,West,Office Supplies,Notebook,CUST0145,3,0.15,30.6,21.34,9.26
ORD000298,2024-04-08,North,Furniture,Desk,CUST0013,6,0.0,1920.0,1034.79,885.21
ORD000299,2024-06-01,North,Office Supplies,Paper,CUST0120,7,0.05,53.2,31.71,21.49
ORD000300,2024-12-03,North,Furniture,Bookshelf,CUST0158,7,0.05,1396.5,808.25,588.25
ORD000301,2025-12-06,North,Accessories,Mouse,CUST0081,3,0.1,81.0,44.71,36.29
ORD000302,2024-06-11,South,Office Supplies,Pen Set,CUST0148,2,0.15,25.5,16.94,8.56
ORD000303,2025-12-20,South,Office Supplies,Stapler,CUST0022,6,0.15,45.9,33.46,12.44
ORD000304,2025-11-11,North,Office Supplies,Pen Set,CUST0159,7,0.1,94.5,59.0,35.5
ORD000305,2024-06-09,West,Furniture,Desk,CUST0079,7,0.0,2240.0,1600.81,639.19
ORD000306,2025-08-02,East,Technology,Laptop,CUST0087,2,0.1,1620.0,1092.38,527.62
ORD000307,2025-02-01,North,Office Supplies,Pen Set,CUST0156,5,0.15,63.75,34.52,29.23
ORD000308,2024-10-03,North,Technology,Laptop,CUST0100,1,0.15,765.0,460.12,304.88
ORD000309,2025-05-18,South,Accessories,Webcam,CUST0179,1,0.05,80.75,61.65,19.1
ORD000310,2025-01-26,North,Technology,Monitor,CUST0120,5,0.05,1330.0,910.39,419.61
ORD000311,2024-05-14,North,Office Supplies,Paper,CUST0024,5,0.15,34.0,19.3,14.7
ORD000312,2024-07-13,East,Office Supplies,Notebook,CUST0140,1,0.05,11.4,6.24,5.16
ORD000313,2025-02-04,South,Accessories,Mouse,CUST0099,8,0.05,228.0,169.89,58.11
ORD000314,2025-10-01,East,Furniture,Desk,CUST0013,3,0.05,912.0,486.65,425.35
ORD000315,2024-02-02,South,Furniture,Office Chair,CUST0054,2,0.0,360.0,248.73,111.27
ORD000316,2025-11-18,West,Accessories,Mouse,CUST0008,7,0.1,189.0,112.79,76.21
ORD000317,2025-04-04,West,Office Supplies,Stapler,CUST0054,6,0.1,48.6,30.26,18.34
ORD000318,2025-04-14,North,Technology,Printer,CUST0118,3,0.05,627.0,335.51,291.49
ORD000319,2025-01-09,North,Office Supplies,Notebook,CUST0102,5,0.1,54.0,31.48,22.52
ORD000320,2024-01-22,East,Furniture,Desk,CUST0111,6,0.05,1824.0,1182.22,641.78
ORD000321,2025-10-31,East,Furniture,Conference Table,CUST0122,8,0.1,3960.0,2962.83,997.17
ORD000322,2024-02-07,West,Furniture,Desk,CUST0104,7,0.1,2016.0,1453.45,562.55
ORD000323,2024-08-17,North,Technology,Printer,CUST0162,5,0.0,1100.0,681.42,418.58
ORD000324,2024-12-30,North,Technology,Keyboard,CUST0007,5,0.05,261.25,186.05,75.2
ORD000325,2025-07-16,East,Furniture,Desk,CUST0135,8,0.05,2432.0,1673.41,758.59
ORD000326,2025-03-13,North,Accessories,Webcam,CUST0045,3,0.15,216.75,146.87,69.88
ORD000327,2024-10-09,West,Furniture,Conference Table,CUST0156,5,0.0,2750.0,1606.32,1143.68
ORD000328,2024-01-27,South,Furniture,Conference Table,CUST0119,2,0.1,990.0,769.68,220.32
ORD000329,2024-08-13,East,Office Supplies,Pen Set,CUST0017,3,0.2,36.0,19.43,16.57
ORD000330,2024-10-03,East,Technology,Printer,CUST0045,1,0.1,198.0,143.18,54.82
ORD000331,2025-08-31,West,Technology,Laptop,CUST0065,8,0.15,6120.0,3443.17,2676.83
ORD000332,2024-10-10,South,Furniture,Conference Table,CUST0174,6,0.05,3135.0,2355.75,779.25
ORD000333,2025-04-25,West,Technology,Laptop,CUST0054,4,0.1,3240.0,2061.92,1178.08
ORD000334,2025-03-28,East,Furniture,Desk,CUST0046,7,0.05,2128.0,1631.66,496.34
ORD000335,2025-10-20,West,Technology,Monitor,CUST0141,6,0.05,1596.0,1056.73,539.27
ORD000336,2025-05-30,North,Furniture,Bookshelf,CUST0108,5,0.05,997.5,751.51,245.99
ORD000337,2025-06-30,West,Accessories,USB Hub,CUST0070,2,0.15,47.6,27.75,19.85
ORD000338,2024-07-10,West,Technology,Printer,CUST0076,8,0.05,1672.0,1283.74,388.26
ORD000339,2024-02-18,West,Technology,Laptop,CUST0154,7,0.0,6300.0,4295.4,2004.6
ORD000340,2025-05-26,West,Technology,Printer,CUST0043,3,0.05,627.0,439.88,187.12
ORD000341,2024-01-17,West,Furniture,Desk,CUST0096,8,0.0,2560.0,1648.62,911.38
ORD000342,2024-06-20,East,Furniture,Desk,CUST0086,7,0.1,2016.0,1551.6,464.4
ORD000343,2024-08-07,North,Accessories,USB Hub,CUST0156,2,0.1,50.4,31.15,19.25
ORD000344,2024-06-06,North,Technology,Keyboard,CUST0176,2,0.05,104.5,77.38,27.12
ORD000345,2025-04-21,North,Technology,Laptop,CUST0010,5,0.05,4275.0,2959.3,1315.7
ORD000346,2024-02-15,South,Accessories,Headset,CUST0089,3,0.2,156.0,101.18,54.82
ORD000347,2025-01-07,East,Office Supplies,Notebook,CUST0113,4,0.1,43.2,32.78,10.42
ORD000348,2025-06-01,South,Furniture,Desk,CUST0091,2,0.2,512.0,317.67,194.33
ORD000349,2024-04-08,North,Furniture,Office Chair,CUST0087,2,0.15,306.0,236.64,69.36
ORD000350,2024-02-06,West,Furniture,Bookshelf,CUST0098,5,0.0,1050.0,593.84,456.16
ORD000351,2024-10-06,West,Office Supplies,Notebook,CUST0149,5,0.1,54.0,35.99,18.01
ORD000352,2024-12-14,West,Furniture,Desk,CUST0071,5,0.05,1520.0,1143.75,376.25
ORD000353,2025-05-11,South,Accessories,Mouse,CUST0116,4,0.15,102.0,76.61,25.39
ORD000354,2024-10-28,North,Technology,Printer,CUST0068,3,0.1,594.0,313.95,280.05
ORD000355,2024-06-29,South,Furniture,Bookshelf,CUST0164,3,0.0,630.0,463.02,166.98
ORD000356,2025-08-29,South,Office Supplies,Pen Set,CUST0116,4,0.0,60.0,44.86,15.14
ORD000357,2024-04-08,South,Furniture,Office Chair,CUST0054,5,0.1,810.0,421.2,388.8
ORD000358,2025-11-30,West,Furniture,Office Chair,CUST0003,7,0.0,1260.0,658.51,601.49
ORD000359,2024-04-25,East,Accessories,Headset,CUST0164,4,0.05,247.0,175.43,71.57
ORD000360,2024-07-09,West,Office Supplies,Notebook,CUST0025,2,0.05,22.8,13.78,9.02
ORD000361,2024-09-09,North,Technology,Keyboard,CUST0039,6,0.05,313.5,244.49,69.01
ORD000362,2024-06-09,South,Technology,Monitor,CUST0031,5,0.0,1400.0,866.57,533.43
ORD000363,2024-09-12,North,Office Supplies,Pen Set,CUST0010,7,0.1,94.5,55.75,38.75
ORD000364,2024-11-18,East,Furniture,Office Chair,CUST0101,4,0.1,648.0,358.85,289.15
ORD000365,2024-05-07,East,Technology,Laptop,CUST0088,3,0.05,2565.0,1955.97,609.03
ORD000366,2024-01-18,East,Technology,Keyboard,CUST0122,3,0.15,140.25,77.38,62.87
ORD000367,2025-07-19,South,Office Supplies,Stapler,CUST0141,2,0.15,15.3,8.73,6.57
ORD000368,2025-07-23,West,Technology,Printer,CUST0112,3,0.0,660.0,474.43,185.57
ORD000369,2024-11-18,East,Office Supplies,Paper,CUST0032,1,0.05,7.6,4.27,3.33
ORD000370,2025-11-16,South,Furniture,Conference Table,CUST0078,3,0.1,1485.0,820.22,664.78
ORD000371,2025-09-17,West,Office Supplies,Stapler,CUST0083,7,0.0,63.0,44.31,18.69
ORD000372,2024-10-14,West,Office Supplies,Notebook,CUST0080,3,0.05,34.2,20.53,13.67
ORD000373,2025-10-24,West,Accessories,Mouse,CUST0123,6,0.1,162.0,100.94,61.06
ORD000374,2025-09-30,North,Accessories,Mouse,CUST0022,4,0.1,108.0,65.05,42.95
ORD000375,2024-06-03,North,Office Supplies,Notebook,CUST0016,6,0.1,64.8,43.33,21.47
ORD000376,2025-05-04,North,Accessories,Webcam,CUST0012,8,0.0,680.0,386.65,293.35
ORD000377,2025-01-20,North,Furniture,Bookshelf,CUST0057,4,0.1,756.0,458.78,297.22
ORD000378,2024-04-13,North,Accessories,Mouse,CUST0019,3,0.05,85.5,46.33,39.17
ORD000379,2025-01-27,North,Office Supplies,Paper,CUST0084,7,0.05,53.2,41.25,11.95
ORD000380,2024-09-02,North,Office Supplies,Paper,CUST0148,7,0.05,53.2,38.05,15.15
ORD000381,2024-06-24,West,Technology,Monitor,CUST0157,1,0.2,224.0,120.41,103.59
ORD000382,2024-02-08,West,Accessories,Headset,CUST0082,5,0.2,260.0,172.75,87.25
ORD000383,2025-04-21,North,Office Supplies,Notebook,CUST0010,1,0.05,11.4,6.71,4.69
ORD000384,2025-11-12,North,Furniture,Bookshelf,CUST0154,4,0.1,756.0,528.7,227.3
ORD000385,2025-06-21,North,Office Supplies,Paper,CUST0148,7,0.2,44.8,26.76,18.04
ORD000386,2025-02-11,North,Office Supplies,Pen Set,CUST0067,2,0.05,28.5,14.93,13.57
ORD000387,2025-06-08,East,Furniture,Bookshelf,CUST0100,1,0.1,189.0,126.96,62.04
ORD000388,2025-05-20,West,Technology,Monitor,CUST0053,1,0.0,280.0,178.29,101.71
ORD000389,2024-02-05,West,Accessories,Headset,CUST0098,5,0.0,325.0,218.65,106.35
ORD000390,2025-11-15,South,Furniture,Office Chair,CUST0137,1,0.05,171.0,130.55,40.45
ORD000391,2024-01-20,North,Furniture,Office Chair,CUST0032,1,0.15,153.0,87.06,65.94
ORD000392,2024-11-16,North,Technology,Monitor,CUST0085,2,0.1,504.0,304.94,199.06
ORD000393,2025-05-26,West,Accessories,USB Hub,CUST0154,4,0.05,106.4,75.34,31.06
ORD000394,2025-02-03,East,Accessories,USB Hub,CUST0168,1,0.1,25.2,17.7,7.5
ORD000395,2025-10-15,West,Office Supplies,Notebook,CUST0110,8,0.15,81.6,43.06,38.54
ORD000396,2025-04-15,West,Technology,Printer,CUST0058,3,0.05,627.0,445.49,181.51
ORD000397,2024-05-22,North,Office Supplies,Pen Set,CUST0127,8,0.05,114.0,85.51,28.49
ORD000398,2024-04-01,South,Accessories,Webcam,CUST0065,8,0.0,680.0,462.65,217.35
ORD000399,2024-12-19,East,Technology,Keyboard,CUST0134,3,0.1,148.5,93.73,54.77
ORD000400,2025-12-27,North,Office Supplies,Paper,CUST0082,4,0.15,27.2,20.22,6.98
ORD000401,2024-02-20,South,Office Supplies,Notebook,CUST0168,2,0.0,24.0,16.88,7.12
ORD000402,2025-10-26,North,Furniture,Conference Table,CUST0150,7,0.0,3850.0,2827.57,1022.43
ORD000403,2025-11-28,North,Office Supplies,Stapler,CUST0107,4,0.1,32.4,20.28,12.12
ORD000404,2025-07-28,North,Furniture,Conference Table,CUST0121,1,0.1,495.0,310.12,184.88
ORD000405,2024-07-08,North,Technology,Monitor,CUST0021,5,0.0,1400.0,795.58,604.42
ORD000406,2024-05-04,West,Office Supplies,Paper,CUST0129,4,0.05,30.4,22.18,8.22
ORD000407,2024-05-29,South,Furniture,Conference Table,CUST0063,2,0.1,990.0,606.66,383.34
ORD000408,2024-11-09,West,Technology,Printer,CUST0133,7,0.0,1540.0,1124.85,415.15
ORD000409,2025-07-23,South,Furniture,Desk,CUST0061,2,0.15,544.0,406.83,137.17
ORD000410,2024-12-07,West,Furniture,Bookshelf,CUST0170,7,0.0,1470.0,1092.64,377.36
ORD000411,2024-10-31,West,Accessories,USB Hub,CUST0029,3,0.05,79.8,41.77,38.03
ORD000412,2025-11-22,North,Furniture,Bookshelf,CUST0045,6,0.05,1197.0,774.74,422.26
ORD000413,2025-11-12,West,Technology,Printer,CUST0150,5,0.1,990.0,647.34,342.66
ORD000414,2024-02-23,North,Office Supplies,Stapler,CUST0122,3,0.1,24.3,18.21,6.09
ORD000415,2025-03-19,East,Furniture,Conference Table,CUST0167,2,0.1,990.0,671.24,318.76
ORD000416,2025-09-04,North,Technology,Monitor,CUST0072,6,0.0,1680.0,1292.87,387.13
ORD000417,2024-09-20,South,Accessories,Mouse,CUST0168,6,0.15,153.0,106.57,46.43
ORD000418,2024-02-22,North,Office Supplies,Notebook,CUST0162,2,0.05,22.8,17.02,5.78
ORD000419,2025-07-25,North,Technology,Keyboard,CUST0039,1,0.05,52.25,39.85,12.4
ORD000420,2025-09-11,East,Technology,Monitor,CUST0007,5,0.05,1330.0,1001.32,328.68
ORD000421,2024-01-05,South,Office Supplies,Paper,CUST0131,1,0.1,7.2,5.35,1.85
ORD000422,2024-04-12,North,Office Supplies,Notebook,CUST0156,2,0.05,22.8,11.92,10.88
ORD000423,2024-07-14,West,Office Supplies,Pen Set,CUST0108,1,0.15,12.75,7.3,5.45
ORD000424,2024-12-15,East,Furniture,Office Chair,CUST0173,5,0.0,900.0,668.06,231.94
ORD000425,2024-02-16,North,Furniture,Bookshelf,CUST0128,6,0.1,1134.0,594.25,539.75
ORD000426,2025-10-17,North,Technology,Printer,CUST0036,6,0.05,1254.0,828.72,425.28
ORD000427,2024-09-25,East,Accessories,USB Hub,CUST0079,5,0.05,133.0,86.91,46.09
ORD000428,2025-01-04,East,Technology,Laptop,CUST0064,5,0.05,4275.0,2300.81,1974.19
ORD000429,2025-09-27,South,Office Supplies,Paper,CUST0107,3,0.05,22.8,12.12,10.68
ORD000430,2024-04-15,North,Accessories,Headset,CUST0159,6,0.15,331.5,204.55,126.95
ORD000431,2025-10-31,North,Accessories,Mouse,CUST0058,8,0.0,240.0,172.63,67.37
ORD000432,2025-10-20,South,Office Supplies,Notebook,CUST0044,8,0.1,86.4,48.08,38.32
ORD000433,2025-10-18,East,Office Supplies,Paper,CUST0145,7,0.15,47.6,34.03,13.57
ORD000434,2024-04-29,East,Technology,Keyboard,CUST0062,8,0.1,396.0,293.7,102.3
ORD000435,2025-08-26,South,Technology,Monitor,CUST0059,3,0.05,798.0,456.92,341.08
ORD000436,2024-02-27,North,Technology,Laptop,CUST0139,6,0.15,4590.0,3251.23,1338.77
ORD000437,2024-12-11,East,Technology,Laptop,CUST0146,2,0.05,1710.0,1254.59,455.41
ORD000438,2025-04-18,South,Accessories,Mouse,CUST0061,6,0.1,162.0,111.06,50.94
ORD000439,2024-04-26,West,Furniture,Office Chair,CUST0100,5,0.1,810.0,467.26,342.74
ORD000440,2024-05-06,East,Accessories,Headset,CUST0119,7,0.15,386.75,247.52,139.23
ORD000441,2025-01-27,West,Technology,Printer,CUST0001,4,0.05,836.0,528.69,307.31
ORD000442,2025-10-02,North,Furniture,Desk,CUST0060,5,0.15,1360.0,998.68,361.32
ORD000443,2024-02-27,West,Technology,Monitor,CUST0157,1,0.15,238.0,178.72,59.28
ORD000444,2025-09-25,West,Furniture,Office Chair,CUST0125,2,0.1,324.0,236.94,87.06
ORD000445,2025-05-27,West,Technology,Printer,CUST0061,4,0.05,836.0,597.35,238.65
ORD000446,2024-04-05,South,Accessories,Mouse,CUST0113,7,0.0,210.0,131.65,78.35
ORD000447,2025-09-29,South,Accessories,Webcam,CUST0048,3,0.05,242.25,126.83,115.42
ORD000448,2024-04-27,North,Furniture,Desk,CUST0100,6,0.15,1632.0,1148.28,483.72
ORD000449,2025-07-13,East,Technology,Keyboard,CUST0085,2,0.1,99.0,67.56,31.44
ORD000450,2025-08-23,East,Furniture,Bookshelf,CUST0074,5,0.1,945.0,671.5,273.5
ORD000451,2025-05-02,North,Technology,Laptop,CUST0028,3,0.15,2295.0,1419.63,875.37
ORD000452,2024-08-24,South,Furniture,Bookshelf,CUST0113,5,0.2,840.0,578.65,261.35
ORD000453,2024-09-28,East,Furniture,Desk,CUST0155,3,0.15,816.0,601.01,214.99
ORD000454,2024-07-07,North,Office Supplies,Stapler,CUST0169,3,0.0,27.0,17.55,9.45
ORD000455,2025-12-04,East,Office Supplies,Notebook,CUST0071,2,0.1,21.6,15.43,6.17
ORD000456,2025-03-22,North,Office Supplies,Paper,CUST0093,6,0.05,45.6,31.63,13.97
ORD000457,2025-08-03,North,Accessories,Headset,CUST0012,8,0.0,520.0,293.58,226.42
ORD000458,2024-09-03,West,Furniture,Conference Table,CUST0013,3,0.1,1485.0,1140.36,344.64
ORD000459,2024-03-16,West,Technology,Laptop,CUST0108,2,0.15,1530.0,1027.59,502.41
ORD000460,2024-06-02,East,Furniture,Desk,CUST0128,5,0.05,1520.0,823.82,696.18
ORD000461,2025-10-17,West,Office Supplies,Paper,CUST0176,6,0.1,43.2,28.1,15.1
ORD000462,2025-03-10,South,Furniture,Bookshelf,CUST0037,7,0.0,1470.0,841.05,628.95
ORD000463,2024-03-26,East,Accessories,Webcam,CUST0110,1,0.05,80.75,59.78,20.97
ORD000464,2025-11-27,South,Furniture,Bookshelf,CUST0094,4,0.15,714.0,529.55,184.45
ORD000465,2024-10-11,South,Furniture,Desk,CUST0020,2,0.05,608.0,342.74,265.26
ORD000466,2024-08-07,North,Technology,Printer,CUST0037,4,0.05,836.0,549.89,286.11
ORD000467,2024-03-09,North,Office Supplies,Pen Set,CUST0110,4,0.05,57.0,41.47,15.53
ORD000468,2024-02-16,North,Office Supplies,Notebook,CUST0164,4,0.15,40.8,25.09,15.71
ORD000469,2024-04-03,West,Office Supplies,Pen Set,CUST0166,2,0.15,25.5,14.23,11.27
ORD000470,2025-03-28,South,Accessories,Webcam,CUST0046,6,0.05,484.5,290.04,194.46
ORD000471,2024-07-22,South,Accessories,Mouse,CUST0099,2,0.1,54.0,30.1,23.9
ORD000472,2024-08-05,South,Technology,Printer,CUST0057,1,0.05,209.0,162.16,46.84
ORD000473,2025-04-18,South,Office Supplies,Notebook,CUST0018,1,0.0,12.0,7.32,4.68
ORD000474,2025-03-07,East,Office Supplies,Pen Set,CUST0167,2,0.05,28.5,18.81,9.69
ORD000475,2024-12-06,West,Office Supplies,Pen Set,CUST0077,4,0.0,60.0,39.36,20.64
ORD000476,2025-07-04,East,Office Supplies,Paper,CUST0048,6,0.15,40.8,25.05,15.75
ORD000477,2025-09-03,East,Furniture,Bookshelf,CUST0141,3,0.1,567.0,313.42,253.58
ORD000478,2024-10-15,North,Accessories,Mouse,CUST0014,3,0.1,81.0,52.92,28.08
ORD000479,2024-09-10,West,Office Supplies,Pen Set,CUST0166,8,0.05,114.0,78.89,35.11
ORD000480,2024-12-22,South,Accessories,Mouse,CUST0150,4,0.05,114.0,71.33,42.67
ORD000481,2024-01-23,West,Office Supplies,Stapler,CUST0032,8,0.05,68.4,49.54,18.86
ORD000482,2025-06-05,West,Office Supplies,Paper,CUST0069,4,0.1,28.8,21.3,7.5
ORD000483,2024-04-09,North,Technology,Laptop,CUST0127,7,0.0,6300.0,4707.73,1592.27
ORD000484,2024-06-28,East,Technology,Laptop,CUST0081,2,0.1,1620.0,1106.63,513.37
ORD000485,2024-08-10,East,Technology,Laptop,CUST0109,5,0.0,4500.0,2908.77,1591.23
ORD000486,2025-10-20,North,Accessories,USB Hub,CUST0156,2,0.1,50.4,33.94,16.46
ORD000487,2025-03-17,East,Office Supplies,Pen Set,CUST0103,6,0.05,85.5,57.73,27.77
ORD000488,2025-08-30,South,Accessories,Headset,CUST0094,6,0.05,370.5,257.62,112.88
ORD000489,2024-11-20,East,Technology,Keyboard,CUST0108,3,0.1,148.5,112.38,36.12
ORD000490,2025-05-30,East,Furniture,Bookshelf,CUST0111,6,0.1,1134.0,718.87,415.13
ORD000491,2024-01-16,West,Technology,Keyboard,CUST0136,8,0.0,440.0,234.48,205.52
ORD000492,2024-12-01,East,Furniture,Desk,CUST0139,3,0.15,816.0,507.51,308.49
ORD000493,2024-09-14,West,Office Supplies,Paper,CUST0168,8,0.1,57.6,42.78,14.82
ORD000494,2025-05-11,South,Accessories,Headset,CUST0054,6,0.0,390.0,286.64,103.36
ORD000495,2024-06-08,North,Technology,Laptop,CUST0063,3,0.05,2565.0,1555.35,1009.65
ORD000496,2025-04-19,North,Technology,Keyboard,CUST0028,1,0.1,49.5,28.22,21.28
ORD000497,2025-10-25,East,Accessories,Webcam,CUST0043,4,0.1,306.0,181.2,124.8
ORD000498,2025-11-20,North,Furniture,Office Chair,CUST0083,8,0.1,1296.0,790.81,505.19
ORD000499,2025-11-05,North,Furniture,Bookshelf,CUST0048,8,0.05,1596.0,938.24,657.76
ORD000500,2025-01-14,West,Accessories,Webcam,CUST0155,8,0.05,646.0,491.89,154.11
ORD000501,2025-06-28,East,Technology,Printer,CUST0025,7,0.0,1540.0,1188.42,351.58
ORD000502,2025-11-21,North,Accessories,Webcam,CUST0148,6,0.0,510.0,385.17,124.83
ORD000503,2025-03-02,North,Office Supplies,Stapler,CUST0113,8,0.15,61.2,43.87,17.33
ORD000504,2025-09-04,West,Technology,Printer,CUST0095,4,0.05,836.0,522.19,313.81
ORD000505,2024-09-24,West,Furniture,Conference Table,CUST0089,7,0.05,3657.5,2003.71,1653.79
ORD000506,2025-07-30,South,Office Supplies,Paper,CUST0116,1,0.15,6.8,4.99,1.81
ORD000507,2025-02-20,West,Furniture,Bookshelf,CUST0021,6,0.1,1134.0,717.59,416.41
ORD000508,2024-06-16,East,Office Supplies,Stapler,CUST0091,1,0.0,9.0,5.19,3.81
ORD000509,2024-02-12,West,Accessories,USB Hub,CUST0138,8,0.1,201.6,151.92,49.68
ORD000510,2025-07-09,North,Furniture,Office Chair,CUST0055,3,0.15,459.0,251.15,207.85
ORD000511,2024-10-11,West,Furniture,Bookshelf,CUST0002,5,0.0,1050.0,790.53,259.47
ORD000512,2025-01-31,East,Office Supplies,Pen Set,CUST0090,3,0.1,40.5,22.15,18.35
ORD000513,2024-01-12,South,Office Supplies,Pen Set,CUST0094,5,0.0,75.0,47.26,27.74
ORD000514,2025-08-29,West,Technology,Keyboard,CUST0052,8,0.05,418.0,222.83,195.17
ORD000515,2024-10-28,South,Technology,Laptop,CUST0170,8,0.2,5760.0,3855.48,1904.52
ORD000516,2024-09-09,North,Accessories,Mouse,CUST0175,3,0.05,85.5,52.52,32.98
ORD000517,2025-05-13,North,Technology,Monitor,CUST0173,1,0.15,238.0,145.93,92.07
ORD000518,2024-02-04,North,Accessories,Headset,CUST0027,8,0.15,442.0,324.49,117.51
ORD000519,2025-12-27,South,Office Supplies,Paper,CUST0058,3,0.0,24.0,16.72,7.28
ORD000520,2024-03-30,East,Office Supplies,Notebook,CUST0059,7,0.05,79.8,49.96,29.84
ORD000521,2025-08-27,South,Office Supplies,Stapler,CUST0128,1,0.1,8.1,4.36,3.74
ORD000522,2025-08-24,East,Technology,Keyboard,CUST0163,3,0.0,165.0,115.54,49.46
ORD000523,2025-02-21,East,Furniture,Conference Table,CUST0061,2,0.15,935.0,684.25,250.75
ORD000524,2024-04-24,North,Furniture,Bookshelf,CUST0058,1,0.05,199.5,142.64,56.86
ORD000525,2025-09-08,North,Office Supplies,Notebook,CUST0144,7,0.05,79.8,53.04,26.76
ORD000526,2024-07-14,North,Technology,Laptop,CUST0136,8,0.15,6120.0,4068.76,2051.24
ORD000527,2025-05-15,North,Furniture,Bookshelf,CUST0108,7,0.0,1470.0,1103.1,366.9
ORD000528,2025-09-17,South,Accessories,Headset,CUST0146,8,0.05,494.0,353.52,140.48
ORD000529,2025-05-07,South,Technology,Laptop,CUST0151,4,0.05,3420.0,2572.98,847.02
ORD000530,2024-03-15,West,Accessories,Headset,CUST0151,5,0.05,308.75,190.98,117.77
ORD000531,2025-02-16,West,Furniture,Desk,CUST0006,8,0.1,2304.0,1362.45,941.55
ORD000532,2025-01-10,East,Furniture,Bookshelf,CUST0132,2,0.0,420.0,325.24,94.76
ORD000533,2025-02-23,East,Furniture,Office Chair,CUST0035,5,0.15,765.0,560.98,204.02
ORD000534,2025-12-29,South,Accessories,USB Hub,CUST0003,7,0.05,186.2,144.77,41.43
ORD000535,2024-10-03,East,Accessories,USB Hub,CUST0073,1,0.05,26.6,15.94,10.66
ORD000536,2025-11-06,West,Technology,Keyboard,CUST0030,5,0.05,261.25,172.97,88.28
ORD000537,2025-01-28,North,Office Supplies,Stapler,CUST0058,8,0.05,68.4,49.75,18.65
ORD000538,2025-04-01,North,Furniture,Bookshelf,CUST0010,6,0.0,1260.0,765.15,494.85
ORD000539,2024-07-10,West,Technology,Keyboard,CUST0126,6,0.2,264.0,146.58,117.42
ORD000540,2025-11-19,North,Accessories,USB Hub,CUST0018,2,0.0,56.0,29.69,26.31
ORD000541,2024-04-08,East,Accessories,Webcam,CUST0048,6,0.1,459.0,276.12,182.88
ORD000542,2025-07-01,South,Office Supplies,Pen Set,CUST0155,7,0.0,105.0,56.29,48.71
ORD000543,2024-04-05,West,Office Supplies,Paper,CUST0124,7,0.05,53.2,35.27,17.93
ORD000544,2025-10-25,North,Furniture,Desk,CUST0008,7,0.0,2240.0,1296.47,943.53
ORD000545,2025-10-24,North,Accessories,USB Hub,CUST0158,6,0.05,159.6,119.12,40.48
ORD000546,2024-07-08,West,Technology,Monitor,CUST0029,5,0.15,1190.0,853.66,336.34
ORD000547,2024-02-06,East,Furniture,Conference Table,CUST0064,4,0.0,2200.0,1471.18,728.82
ORD000548,2025-01-03,North,Furniture,Bookshelf,CUST0130,4,0.1,756.0,461.24,294.76
ORD000549,2025-11-25,North,Furniture,Conference Table,CUST0034,6,0.0,3300.0,2052.26,1247.74
ORD000550,2025-06-08,West,Technology,Monitor,CUST0164,4,0.15,952.0,716.74,235.26
ORD000551,2024-10-05,South,Technology,Keyboard,CUST0148,6,0.15,280.5,203.51,76.99
ORD000552,2024-08-04,North,Office Supplies,Pen Set,CUST0165,5,0.0,75.0,53.39,21.61
ORD000553,2024-09-29,South,Technology,Printer,CUST0095,2,0.0,440.0,279.65,160.35
ORD000554,2024-03-02,North,Accessories,Webcam,CUST0159,7,0.1,535.5,358.91,176.59
ORD000555,2025-08-18,West,Furniture,Office Chair,CUST0060,3,0.05,513.0,323.78,189.22
ORD000556,2025-12-29,West,Office Supplies,Pen Set,CUST0088,6,0.0,90.0,56.85,33.15
ORD000557,2024-12-07,North,Accessories,Webcam,CUST0095,7,0.0,595.0,436.0,159.0
